0,1,2,3,4
0.0,0.20166666666666666,0.6916666666666667,0.04666666666666667,0.06
0.006666666666666667,0.29333333333333333,0.34,0.14666666666666667,0.21333333333333335
0.0,0.0,0.006666666666666667,0.9866666666666667,0.006666666666666667
0.0,0.2866666666666667,0.26,0.13333333333333333,0.32
0.02,0.20666666666666667,0.26,0.22666666666666666,0.2866666666666667
0.006956521739130434,0.24782608695652178,0.3026086956521739,0.1144927536231884,0.32811594202898553
0.02666666666666667,0.2619047619047619,0.21154761904761904,0.16571428571428573,0.33416666666666667
0.0,0.04666666666666667,0.43666666666666665,0.33,0.18666666666666668
0.017619047619047618,0.263015873015873,0.25936507936507935,0.18,0.28
0.04,0.22761904761904758,0.22,0.24476190476190476,0.26761904761904765
0.0,0.21333333333333335,0.5,0.18,0.10666666666666667
0.06,0.24,0.2,0.26,0.24
0.006666666666666667,0.095,0.31333333333333335,0.4066666666666667,0.17833333333333334
0.02666666666666667,0.3466666666666667,0.22,0.22666666666666666,0.18
0.02,0.18912037037037036,0.25383838383838386,0.20249579124579123,0.3345454545454546
0.03333333333333333,0.18666666666666668,0.2377777777777778,0.18,0.36222222222222217
0.0,0.08666666666666667,0.403,0.05333333333333334,0.45699999999999996
0.02,0.15333333333333332,0.24666666666666667,0.19333333333333333,0.38666666666666666
0.02,0.12888888888888891,0.24444444444444444,0.24,0.36666666666666664
0.031111111111111107,0.22888888888888886,0.2733333333333333,0.2,0.26666666666666666
0.013333333333333334,0.13083333333333333,0.24666666666666667,0.2025,0.4066666666666667
0.006666666666666667,0.17650793650793653,0.46,0.04523809523809524,0.3115873015873016
0.03222222222222223,0.17166809116809117,0.13599084249084248,0.18678551078551073,0.47333333333333333
0.006666666666666667,0.05264550264550264,0.25333333333333335,0.261005291005291,0.42634920634920637
0.06,0.25,0.24333333333333335,0.08,0.36666666666666664
0.006666666666666667,0.14,0.3,0.2866666666666667,0.26666666666666666
0.0,0.1361904761904762,0.26666666666666666,0.2161904761904762,0.38095238095238093
0.006666666666666667,0.3288888888888889,0.24111111111111114,0.19333333333333333,0.23
0.008333333333333333,0.20055555555555557,0.2,0.17777777777777776,0.41333333333333333
0.03333333333333333,0.27666666666666667,0.33,0.18666666666666668,0.17333333333333334
0.05333333333333334,0.18333333333333332,0.2966666666666667,0.21333333333333335,0.25333333333333335
0.0045776521666614535,0.8394517118379148,0.08933882332675575,0.03372796036566396,0.03290385230300428
0.02,0.2,0.21333333333333335,0.20666666666666667,0.36
0.02,0.16666666666666666,0.41333333333333333,0.2,0.2
0.0,0.03279029304029304,0.02855616605616606,0.010895502645502646,0.9277580382580383
0.13257701465139496,0.2713363206878192,0.24373367414352487,0.15360733699504142,0.1987456535222195
0.14,0.07333333333333333,0.3,0.19333333333333333,0.29333333333333333
0.04666666666666667,0.16666666666666666,0.16666666666666666,0.125,0.495
0.006666666666666667,0.1451851851851852,0.26666666666666666,0.3548148148148148,0.22666666666666666
0.006666666666666667,0.12,0.12666666666666668,0.18,0.5666666666666667
0.03333333333333333,0.24888888888888885,0.24444444444444444,0.22,0.25333333333333335
0.013333333333333334,0.23238095238095235,0.3364165464165464,0.15873857623857623,0.2591305916305916
0.02,0.16,0.22666666666666666,0.13333333333333333,0.46
0.035,0.16666666666666666,0.285,0.2733333333333333,0.24
0.02,0.19833333333333333,0.3283333333333333,0.2,0.25333333333333335
0.04,0.12,0.41333333333333333,0.21333333333333335,0.21333333333333335
0.02666666666666667,0.2438095238095238,0.3,0.17333333333333334,0.2561904761904762
0.02,0.22,0.19333333333333333,0.22266666666666665,0.34400000000000003
0.013333333333333334,0.16,0.2338888888888889,0.2594444444444444,0.3333333333333333
0.03333333333333333,0.27111111111111114,0.2522222222222222,0.18666666666666668,0.25666666666666665
0.006666666666666667,0.1,0.31333333333333335,0.29333333333333333,0.2866666666666667
0.08884453781512605,0.16249533146591968,0.16375630252100837,0.09530812324929971,0.4895957049486462
0.04666666666666667,0.19574074074074074,0.24189814814814814,0.17569444444444443,0.34
0.013333333333333334,0.1911111111111111,0.2733333333333333,0.24444444444444446,0.27777777777777773
0.05333333333333334,0.29333333333333333,0.17333333333333334,0.13333333333333333,0.3466666666666667
0.006666666666666667,0.28,0.28,0.24666666666666667,0.18666666666666668
0.02666666666666667,0.16666666666666666,0.29333333333333333,0.21333333333333335,0.3
0.013333333333333334,0.17333333333333334,0.2,0.20666666666666667,0.4066666666666667
0.02666666666666667,0.29333333333333333,0.10666666666666667,0.2,0.37333333333333335
0.05914377892638762,0.13163001897670087,0.33782997469095866,0.1716497017475278,0.299746525658425
0.04666666666666667,0.28,0.3,0.13333333333333333,0.24
