,0,1,2,3,4
0,0.000720823625664934,0.8263874002851852,0.12955431395084943,0.004239496724937876,0.039097965413362454
1,0.9946053001299817,0.0024212225686612893,0.0010952103830851236,0.0004356027021041357,0.001442664216167655
2,8.297742944083329e-07,0.00042102498913885257,0.0003854735960095367,0.9991915640712666,1.107569290563679e-06
3,3.633448373630552e-07,0.0002142536045549609,0.9765525270138352,0.0005733324927572641,0.022659523544015358
4,6.991857313605269e-08,0.00017816909131839593,0.9996493976128559,4.537878819307895e-05,0.00012698458905943073
5,0.0004034783968195643,0.002283495634990288,0.9709316510316119,0.0025639306643605014,0.023817444272217585
6,3.5531189264349974e-09,0.999999530883531,1.0457405435650895e-08,1.839269096419945e-07,2.7117903493811515e-07
7,0.004838849087047612,0.010910527693025142,0.7973060530834748,0.15692618692290194,0.03001838321355045
8,0.008942278201459503,0.8524026816854329,0.10163471882506198,0.012574783095095486,0.02444553819294996
9,2.551513342555723e-05,0.016448215584981142,0.8077277026971851,0.0003996145633222858,0.17539895202108605
10,0.0015234201608120659,0.5626044426014943,0.33690409090140944,0.05283023251849506,0.04613781381778904
11,2.1482620810766945e-05,0.9997540519583218,3.859002483145153e-06,0.000143270492021166,7.73359263629629e-05
12,4.413065295441743e-05,0.005054958096388933,0.9879730856898193,0.006924410909177149,3.4146516601711986e-06
13,1.2362429422111243e-06,0.9999336085689647,1.241969805629541e-10,2.3474727930536735e-07,6.492031661649898e-05
14,2.4638889790347503e-07,0.00013800704141153118,0.999856560864658,5.139603575630521e-06,4.610145709646338e-08
15,3.934301924163438e-06,0.0001327377712132549,9.414520276619018e-08,1.0831086874473473e-05,0.9998524026947853
16,0.012205153425106457,0.03856816428001129,0.3071718848646685,0.12434126208423951,0.5177135353459742
17,8.709244693624216e-07,1.4881442141330603e-06,6.248097222368842e-06,1.840358212944151e-06,0.9999895524758812
18,3.8821080078831196e-07,8.776113755444697e-05,0.008562565464914114,0.0003104894867293727,0.9910387957000012
19,6.834380086839088e-11,0.0002905321097864722,1.8450687650231097e-05,0.9993680808501159,0.0003229362841036106
20,2.234078820462447e-07,4.334585288792462e-06,0.9997430305889667,1.0023135081311688e-05,0.00024238828278121921
21,4.589718365066839e-06,0.00018286807500384212,0.00034043566251194763,0.0003707938383735916,0.9991013127057455
22,3.838110046698232e-06,0.0002570743814952481,0.00010227271178898111,4.029903524947228e-05,0.9995965157614196
23,8.466962823028677e-07,0.0005430971377003541,0.003540301285340839,3.4814673313662327e-06,0.9959122734133452
24,0.000631285188725943,0.007826900484513117,0.00287496807766299,0.00018497342943528928,0.9884818728196626
25,2.0642148781578695e-05,0.22974771787737835,0.7575339901661333,6.0763446461378e-05,0.012636886361245266
26,0.0009419218080963914,0.9699368244255483,0.008870647928036516,0.006046372056205915,0.014204233782112835
27,0.0031805937511035303,0.0036498182019420104,0.9414225639307212,0.01595727829354109,0.0357897458226921
28,0.00023944920462058846,0.0006069664945616189,0.0022823228615634354,0.9966486777987718,0.00022258364048256905
29,5.823918407381588e-06,0.0008917250760722827,0.998354438352903,0.0006921058054250264,5.590684719222917e-05
30,2.293821557904922e-06,0.9985994512058626,0.00012872127639596012,0.0002480438801521193,0.0010214898160314729
31,4.991377260140264e-05,0.9998231397419174,3.980267801885462e-05,4.047438045699008e-05,4.666942700543301e-05
32,2.593081895385289e-05,0.0019551457908349576,0.0002736818473939733,0.0003400556008244421,0.9974051859419927
33,2.547295380087953e-07,5.046105238107799e-05,0.002696451276091849,0.9972521365612849,6.963807042022075e-07
34,0.001460079995643019,0.015202467862257919,0.01015886211649255,0.014992968601952601,0.9581856214236538
35,0.017577324596138155,0.5570195463630307,0.22815304296180744,0.13309969943725994,0.06415038664176381
36,0.0020722870881365193,0.9230088037230171,0.07092207196063348,0.002458972806434112,0.0015378644217787765
37,0.000263457779010754,0.0006100798908666654,0.0010540788838834796,0.995967070895551,0.002105312550688106
38,0.000560728702411715,0.021803606155566434,0.0203911703336153,0.00925580150654584,0.9479886933018606
39,0.00016458670501780963,0.005146557469362375,0.0017592441571941408,0.1468269853408953,0.8461026263275303
40,2.1610317737869446e-11,1.2171229271656529e-09,0.0008242002672809377,0.9991714621783957,4.336315589951166e-06
41,3.64653236113499e-06,0.00028871778980560765,0.0008951106962496725,0.998675696834306,0.00013682814727736616
